식품명,대표식품명,탄수화물(g),Gi수치 ,,,,
우도땅콩딸기마카롱,마카롱,44,32,,,,
우유바닐라마카롱,마카롱,45,32,,,,
유니콘프라페마카롱,마카롱,46,32,,,,
유자마카롱,마카롱,56,32,,,,
인절미마카롱,마카롱,40,32,,,,
자이언트레몬마카롱,마카롱,47.27,32,,,,
잔두야다크초콜릿마카롱,마카롱,48,32,,,,
저당더블바닐라마카롱,마카롱,30,32,,,,
저당레드벨벳크림치즈마카롱,마카롱,40,32,,,,
진심마카롱,마카롱,45.71,32,,,,
진한크림치즈마카롱,마카롱,48.57,32,,,,
쫀득한두꺼비마카롱,마카롱,56.94,32,,,,
쫀득한마카롱,마카롱,62.5,32,,,,
쫀득한마카롱녹차,마카롱,59.72,32,,,,
쫀득한마카롱딸기,마카롱,62.5,32,,,,
쫀득한마카롱민초,마카롱,47.14,32,,,,
쫀득한마카롱초콜릿,마카롱,55.56,32,,,,
쫀득한초콜릿마카롱,마카롱,55.56,32,,,,
청포도마카롱,마카롱,46,32,,,,
초코가나슈마카롱,마카롱,47.71,32,,,,
초코뚱카롱(3종),마카롱,66.67,32,,,,
초코마카롱,마카롱,47.83,32,,,,
초코마카롱선물세트,마카롱,61.9,32,,,,
초코마카롱세트,마카롱,67,32,,,,
초코바닐라마카롱,마카롱,47.71,32,,,,
초코칩모카프레소뚱카롱,마카롱,58.57,32,,,,
초코퐁당더블몰티져스마카롱,마카롱,61.75,32,,,,
초코퐁당요거트마카롱,마카롱,61.75,32,,,,
초콜릿마카롱,마카롱,50,32,,,,
쵸코마카롱,마카롱,59.26,32,,,,
치즈마카롱,마카롱,48,32,,,,
치즈와인무화과마카롱,마카롱,50,32,,,,
카라멜마카롱,마카롱,58.82,32,,,,
카페마카롱,마카롱,49.33,32,,,,
카페시나몬마카롱,마카롱,40,32,,,,
캐러멜마카롱,마카롱,60.87,32,,,,
캬라멜마카롱(냉동),마카롱,35,32,,,,
커피마카롱,마카롱,42.86,32,,,,
케이크마카롱,마카롱,55.5,32,,,,
코만스뚱카롱6구퓨어팩,마카롱,25.03,32,,,,
코코그린레몬마카롱,마카롱,50,32,,,,
코코시트론마카롱,마카롱,50,32,,,,
콰트로치즈마카롱,마카롱,47.33,32,,,,
쿠키앤크림마카롱,마카롱,55.77,32,,,,
쿠키프라페마카롱,마카롱,58.2,32,,,,
큐피드마카롱,마카롱,52.53,32,,,,
크림브륄레뚱카롱,마카롱,47.5,32,,,,
크림브륄레마카롱,마카롱,50,32,,,,
크림치즈누텔라마카롱,마카롱,60,32,,,,
크림치즈마카롱,마카롱,44,32,,,,
타히티바닐라마카롱,마카롱,40,32,,,,
토피마카롱,마카롱,50,32,,,,
트리플마카롱,마카롱,60.87,32,,,,
트리플마카롱2,마카롱,65.22,32,,,,
티라미수마카롱,마카롱,56.5,32,,,,
티라미스마카롱,마카롱,39.67,32,,,,
파피스마카롱,마카롱,53,32,,,,
패션프루트마카롱,마카롱,50,32,,,,
페레로마카다미아마카롱,마카롱,59,32,,,,
퐁크러쉬마카롱,마카롱,48.72,32,,,,
프리미엄뚱카롱,마카롱,55.56,32,,,,
프린세스치즈뚱카롱,마카롱,52.33,32,,,,
피나콜라다뚱카롱,마카롱,48,32,,,,
피스타치오마카롱,마카롱,60,32,,,,
허쉬마카롱,마카롱,47.69,32,,,,
헤이즐넛마카롱,마카롱,50,32,,,,
화이트초콜릿마카롱(냉동),마카롱,24,32,,,,
황치즈뚱카롱,마카롱,32.5,32,,,,
황치즈마카롱,마카롱,28.57,32,,,,
흑임자뚱카롱,마카롱,35,32,,,,
흑임자마카롱,마카롱,44,32,,,,
[프리미엄]딸기PICK배색프린팅마카롱,마카롱,31.25,32,,,,
[프리미엄]멜론PICK배색프린팅마카롱,마카롱,31.25,32,,,,
[프리미엄]샌드프린팅마카롱(바닐라),마카롱,31.25,32,,,,
[프리미엄]오마쥬마카롱,마카롱,31.25,32,,,,
B.A.초코 마카롱,마카롱,61.33,32,,,,
BP 딸기 마카롱,마카롱,59.23,32,,,,
BP 산딸기 마카롱,마카롱,52.4,32,,,,
BP 아몬드봉봉 마카롱,마카롱,52.04,32,,,,
BP 우유 마카롱,마카롱,50.99,32,,,,
BP 초코 마카롱,마카롱,52.52,32,,,,
BP 쿠앤크 마카롱,마카롱,52.67,32,,,,
BP 황치즈 마카롱,마카롱,49.68,32,,,,
가나슈마카롱세트,마카롱,43.33,32,,,,
경산 복숭아 마카롱,마카롱,59,32,,,,
그린마카롱피,마카롱,60,32,,,,
꼬끄의정석,마카롱,30,32,,,,
꽃카얼그레이뚱카롱,마카롱,48,32,,,,
냠몽몽 프렌치 마카롱,마카롱,59,32,,,,
다크초코뚱카롱,마카롱,47.5,32,,,,
달고나마카롱,마카롱,66.67,32,,,,
더블초코크림치즈 마카롱,마카롱,55,32,,,,
던킨 도넛 마카롱,마카롱,33,32,,,,
돌코롬 흑임자 쿠카롱,마카롱,57,32,,,,
디어 마이 러브 마카롱,마카롱,35,32,,,,
딥초코 마카롱,마카롱,14,32,,,,
딥초코럽카롱,마카롱,61.25,32,,,,
딸기 미니 마카롱,마카롱,49.44,32,,,,
딸기마카롱피,마카롱,60,32,,,,
딸기사랑마카롱,마카롱,51,32,,,,
딸기요거트 뚱카롱,마카롱,45.45,32,,,,
딸기요거트럽카롱,마카롱,56.25,32,,,,
"딸기우유,뉴욕치즈케이크,죠리퐁",마카롱,48.46,32,,,,
딸기칩톡톡딸기 마카롱,마카롱,52.78,32,,,,
뚱마카롱(황치즈맛)P,마카롱,48,32,,,,
라즈베리가나슈 마카롱,마카롱,62.33,32,,,,
라즈베리요거트 마카롱,마카롱,53.89,32,,,,
레몬커스터드,마카롱,50.21,32,,,,
레몬퍼지 그린카롱,마카롱,65.22,32,,,,
레몬퍼지 핑크카롱,마카롱,65.22,32,,,,
로투스뚱카롱,마카롱,52.5,32,,,,
루돌프 마카롱,마카롱,53.67,32,,,,
리얼딸기 뚱카롱,마카롱,50,32,,,,
리얼인절미마카롱,마카롱,35,32,,,,
리츠황치즈뚱카롱,마카롱,62.5,32,,,,
마카롱 레드벨벳,마카롱,61.67,32,,,,
마카롱 솔티드카라멜,마카롱,68.67,32,,,,
마카롱 스트로베리,마카롱,61.67,32,,,,
마카롱 초콜렛,마카롱,61.33,32,,,,
마카롱 크림브륄레,마카롱,56,32,,,,
"마카롱(딸기우유,쿠앤크,뉴욕치즈)",마카롱,55.56,32,,,,
마카롱3종세트,마카롱,53.33,32,,,,
마카롱4종세트,마카롱,67,32,,,,
마카롱꼬끄(그린),마카롱,33.33,32,,,,
마카롱꼬끄(베이지),마카롱,33.33,32,,,,
마카롱꼬끄(초코),마카롱,33.33,32,,,,
마카롱꼬끄(쿠앤크),마카롱,33.33,32,,,,
마카롱꼬끄(핑크),마카롱,33.33,32,,,,
마카롱러스크믹스3,마카롱,30,32,,,,
망고마카롱,마카롱,49,32,,,,
망고요거트마카롱,마카롱,17,32,,,,
망고패션후르츠뚱카롱,마카롱,50,32,,,,
메리 크리스마스 뚱카롱 8구 세트,마카롱,45.66,32,,,,
멜론 마카롱,마카롱,59.67,32,,,,
미니 하트 마카롱 꼬끄,마카롱,52.6,32,,,,
미키 마카롱,마카롱,48,32,,,,
바나나우유 마카롱,마카롱,53,32,,,,
바나나우유럽카롱,마카롱,63.75,32,,,,
바닐라 꼬끄,마카롱,70.5,32,,,,
바닐라 미니 마카롱,마카롱,41.67,32,,,,
바닐라럽카롱,마카롱,62.5,32,,,,
바닐라쉘,마카롱,57.53,32,,,,
베지테리언 뚱카롱 복숭아요거트,마카롱,80,32,,,,
보스톤 크림 마카롱,마카롱,26.09,32,,,,
복숭아 마카롱,마카롱,49,32,,,,
복숭아맛마카롱,마카롱,66.63,32,,,,
브라운마카롱피,마카롱,60,32,,,,
브라운쉘,마카롱,59.59,32,,,,
블루베리 필드 마카롱,마카롱,26.09,32,,,,
블루베리크림치즈 미니 마카롱,마카롱,40,32,,,,
뻥이요 마카롱,마카롱,56,32,,,,
뽀또치즈마카롱,마카롱,44.74,32,,,,
삐에드핏마카롱,마카롱,56.8,32,,,,
소금 우유 마카롱,마카롱,26,32,,,,
솔티카라멜 미니 마카롱,마카롱,54.44,32,,,,
솔티캬라멜,마카롱,52.53,32,,,,
수제마카롱 5구세트,마카롱,21.7,32,,,,
순우유 뚱카롱,마카롱,55,32,,,,
스마일마카롱,마카롱,62.91,32,,,,
스타벅스 쿠카롱 세트,마카롱,53.33,32,,,,
얼그레이쉘,마카롱,57.16,32,,,,
엑스오스트로베리 마카롱,마카롱,52.78,32,,,,
연유바닐라뚱카롱,마카롱,21.25,32,,,,
옐로우마카롱피,마카롱,60,32,,,,
옐로우쉘,마카롱,60.4,32,,,,
오레오 꼬끄,마카롱,69.5,32,,,,
오레오 미니 마카롱,마카롱,41.11,32,,,,
오레오죠리퐁뚱카롱,마카롱,52,32,,,,
오렌지쉘,마카롱,57.58,32,,,,
옥수수 마카롱,마카롱,54.41,32,,,,
우사기 프린팅 꼬끄,마카롱,52.6,32,,,,
월드콘바닐라뚱카롱,마카롱,49,32,,,,
윗미 마카롱 고구마황치즈,마카롱,36.67,32,,,,
윗미 마카롱 레드벨벳 크림치즈맛,마카롱,36.67,32,,,,
조선호텔 마카롱 기프트 세트,마카롱,70,32,,,,
쫀득한딸기마카롱,마카롱,61.19,32,,,,
쫀득한초코마카롱,마카롱,58.73,32,,,,
찐우유,마카롱,59.51,32,,,,
찐초코덕후,마카롱,53.48,32,,,,
청포도럽카롱,마카롱,62.92,32,,,,
체리마카롱,마카롱,67.77,32,,,,
초코 꼬끄,마카롱,70.5,32,,,,
초코 미니 마카롱,마카롱,38.89,32,,,,
초코쉘,마카롱,62.18,32,,,,
초코인절미 마카롱,마카롱,48.89,32,,,,
초코초코바닐라뚱카롱,마카롱,50,32,,,,
초콜릿브라우니 뚱카롱,마카롱,49.09,32,,,,
치이카와 프린팅 꼬끄,마카롱,52.6,32,,,,
카스테라구마뚱카롱,마카롱,50,32,,,,
카페모카 마카롱,마카롱,51,32,,,,
커피크림치즈마카롱,마카롱,66.67,32,,,,
"쿠앤크,수박,블루베리요거트",마카롱,48.27,32,,,,
쿠키앤크림뚱카롱,마카롱,21.25,32,,,,
쿠키크림빅마카롱,마카롱,59.78,32,,,,
크림브륄레 꼬끄,마카롱,70.63,32,,,,
크림치즈 딸기마카롱,마카롱,44.49,32,,,,
크림치즈 블루베리마카롱,마카롱,44.21,32,,,,
크림치즈 커피마카롱,마카롱,47.7,32,,,,
크림치즈 크럼블 마카롱,마카롱,10,32,,,,
크림치즈요거트 마카롱,마카롱,66.67,32,,,,
탕후루 마카롱,마카롱,53.04,32,,,,
트리플베리마카롱,마카롱,16,32,,,,
패션후르츠 마카롱,마카롱,46,32,,,,
퍼플마카롱피,마카롱,60,32,,,,
하치와레 프린팅 꼬끄,마카롱,52.6,32,,,,
하트딸기마카롱,마카롱,51,32,,,,
하트바닐라마카롱,마카롱,51,32,,,,
하트요거트마카롱,마카롱,48,32,,,,
햄버거모양 마카롱,마카롱,33.79,32,,,,
황치즈뽀또당뚱카롱,마카롱,56,32,,,,
ALL 꼬끄,마카롱,43,32,,,,
the 스윗 퍼블꽃카롱,마카롱,34.78,32,,,,
고소한마카롱용 꼬끄,마카롱,74,32,,,,
곰 마카롱,마카롱,11,32,,,,
귤 마카롱,마카롱,52.08,32,,,,
꼬끄쿠키,마카롱,52.86,32,,,,
꼬끄쿠키(딸기),마카롱,41.11,32,,,,
꼬랑지마카롱 3구 B세트,마카롱,40,32,,,,
녹차초코 마카롱,마카롱,45.67,32,,,,
녹차킷캣마카롱용 꼬끄,마카롱,74,32,,,,
누텔라 순우유 마카롱,마카롱,46.75,32,,,,
누텔라초코하트마카롱,마카롱,62.5,32,,,,
누텔라초코하트카롱,마카롱,63.33,32,,,,
다크쇼콜라클래식마카롱,마카롱,11,32,,,,
더블 황치즈 마카롱,마카롱,53.67,32,,,,
돼지바마카롱,마카롱,51.52,32,,,,
딥 오레오마카롱,마카롱,53.33,32,,,,
딸기 뚱카롱,마카롱,54.06,32,,,,
딸기 마카롱,마카롱,48.19,32,,,,
딸기대왕마카롱,마카롱,56.48,32,,,,
딸기뚱카롱,마카롱,25,32,,,,
딸기마카롱L,마카롱,32,32,,,,
딸기쉘,마카롱,56,32,,,,
딸기요거트마블마카롱,마카롱,63.33,32,,,,
딸기요거트하트마카롱,마카롱,58.33,32,,,,
딸기요거트하트카롱,마카롱,60,32,,,,
딸기우유 샌드 마카롱,마카롱,70,32,,,,
딸기초코마카롱용 꼬끄,마카롱,74,32,,,,
딸기품은돼지 뚱카롱,마카롱,56.36,32,,,,
뚱마카롱(오레오),마카롱,57.14,32,,,,
뚱마카롱(오마이그린티),마카롱,53.57,32,,,,
뚱마카롱(초코초코해),마카롱,41.94,32,,,,
뚱마카롱(핑크러브),마카롱,41.94,32,,,,
라즈베리 바닐라 꽃카롱,마카롱,40,32,,,,
라즈베리요거트클래식마카롱,마카롱,11,32,,,,
레드밸벳마카롱,마카롱,51.67,32,,,,
레드벨벳크림치즈 뚱카롱,마카롱,52.37,32,,,,
레몬요거트마카롱용 꼬끄,마카롱,74,32,,,,
레몬톡톡마카롱,마카롱,32.14,32,,,,
레인보우페블스마카롱,마카롱,34.38,32,,,,
루시카토 꽃카롱 9구,마카롱,57.41,32,,,,
리얼바닐라뚱카롱,마카롱,42,32,,,,
리얼블루베리뚱카롱,마카롱,54,32,,,,
리얼초코 뚱카롱,마카롱,55.03,32,,,,
리얼초코뚱카롱,마카롱,58,32,,,,
리얼초코뚱카롱/리얼블루베리뚱카롱/리얼바닐라뚱카롱,마카롱,51,32,,,,
리얼치즈마카롱용 꼬끄,마카롱,74,32,,,,
리얼퐁하트마카롱,마카롱,66.67,32,,,,
리얼퐁하트카롱,마카롱,66.67,32,,,,
마블가나슈 마카롱,마카롱,53.33,32,,,,
마블마카롱20mm,마카롱,53,32,,,,
마블마카롱25mm,마카롱,52,32,,,,
마카롱 10구 세트,마카롱,47.5,32,,,,
마카롱 8구 세트,마카롱,56.38,32,,,,
마카롱 꼬끄,마카롱,55,32,,,,
마카롱(녹차),마카롱,47,32,,,,
마카롱(딸기),마카롱,64,32,,,,
마카롱(망고),마카롱,63,32,,,,
마카롱(바닐라),마카롱,56,32,,,,
마카롱(블루베리),마카롱,63,32,,,,
마카롱(초코),마카롱,57,32,,,,
마카롱꼬끄(노랑),마카롱,56,32,,,,
마카롱꼬끄(보라),마카롱,56,32,,,,
마카롱꼬끄(빨강),마카롱,55,32,,,,
마카롱꼬끄(연두),마카롱,56,32,,,,
마카롱꼬끄(연붉은),마카롱,55.56,32,,,,
마카롱꼬끄(주황),마카롱,55,32,,,,
마카롱꼬끄(진노랑),마카롱,33.33,32,,,,
마카롱꼬끄(하늘색),마카롱,56,32,,,,
마카롱딸기,마카롱,43.48,32,,,,
마카롱선물세트A,마카롱,48.76,32,,,,
만나마카롱3구SET,마카롱,11,32,,,,
말차 뚱카롱,마카롱,54.27,32,,,,
말차클래식마카롱,마카롱,11,32,,,,
망고마카롱L,마카롱,47,32,,,,
망고망고마카롱,마카롱,1.52,32,,,,
망고요거트클래식마카롱,마카롱,11,32,,,,
민무늬 오레오 마카롱,마카롱,41.11,32,,,,
민트초코마카롱,마카롱,60,32,,,,
밀키웨이마카롱,마카롱,47.78,32,,,,
바닐라 뚱카롱,마카롱,52.3,32,,,,
바닐라 마카롱,마카롱,58.33,32,,,,
바닐라 샌드 마카롱,마카롱,70,32,,,,
바닐라마카롱L,마카롱,51,32,,,,
바닐라마카롱용 꼬끄,마카롱,74,32,,,,
병아리 마카롱,마카롱,11,32,,,,
보라보라 마카롱,마카롱,26.67,32,,,,
복숭아 요거트 꽃카롱,마카롱,40,32,,,,
복이요 뚱카롱,마카롱,55.94,32,,,,
블루베리 마카롱,마카롱,46.29,32,,,,
블루베리 샌드 마카롱,마카롱,70,32,,,,
블루베리요거트클래식마카롱,마카롱,11,32,,,,
블루베리크림치즈 뚱카롱,마카롱,52.17,32,,,,
사그램 마카롱 핑크,마카롱,35,32,,,,
사랑에빠진딸기마카롱,마카롱,34.38,32,,,,
샌드마카롱(연노랑초코)P_C,마카롱,61.11,32,,,,
샌드마카롱(화이트딸기요거트)P,마카롱,10,32,,,,
솔트카라멜 뚱카롱,마카롱,55.69,32,,,,
솔티드카라멜마카롱용 꼬끄,마카롱,74,32,,,,
순수 마카롱,마카롱,44.33,32,,,,
순수우유 뚱카롱,마카롱,48.8,32,,,,
슈팅요거트마카롱,마카롱,52,32,,,,
스트로베리마카롱,마카롱,39.13,32,,,,
알록달록초코렛뚱카롱,마카롱,49,32,,,,
앙버터대왕마카롱,마카롱,61.39,32,,,,
애플마카롱L,마카롱,36.67,32,,,,
얼그레이 뚱카롱,마카롱,54.73,32,,,,
얼그레이대왕마카롱,마카롱,59.2,32,,,,
얼그레이마카롱용 꼬끄,마카롱,74,32,,,,
얼그레이클래식마카롱,마카롱,11,32,,,,
에비츄 수제 뚱카롱,마카롱,55.5,32,,,,
오레오 마카롱,마카롱,62.33,32,,,,
오레오 샌드 마카롱,마카롱,70,32,,,,
오레오마카롱용 꼬끄,마카롱,74,32,,,,
오레오크림치즈 뚱카롱,마카롱,37.5,32,,,,
오레오크림치즈클래식마카롱,마카롱,11,32,,,,
오마이그린티 마카롱,마카롱,28.57,32,,,,
요거트 샌드 마카롱,마카롱,70,32,,,,
우유 샌드 마카롱,마카롱,70,32,,,,
우유마카롱,마카롱,60.61,32,,,,
우유퐁당초코 뚱카롱,마카롱,48.31,32,,,,
유자 마카롱,마카롱,45.83,32,,,,
인절미 뚱카롱,마카롱,52.03,32,,,,
인절미클래식마카롱,마카롱,11,32,,,,
쪼꼬 한입만 카롱,마카롱,60,32,,,,
청포도요거트하트마카롱,마카롱,66.67,32,,,,
청포도요거트하트카롱,마카롱,66.67,32,,,,
초코 마카롱,마카롱,50.51,32,,,,
초코 샌드 마카롱,마카롱,70,32,,,,
초코뚱카롱,마카롱,22.37,32,,,,
초코마카롱 L,마카롱,50,32,,,,
초코오레마카롱,마카롱,39.29,32,,,,
초코우유마카롱,마카롱,60.61,32,,,,
초코초코해마카롱,마카롱,27.27,32,,,,
초코칩클래식마카롱,마카롱,11,32,,,,
초코프레소마카롱,마카롱,52,32,,,,
카네이션 마카롱,마카롱,70,32,,,,
카페피칸클래식마카롱,마카롱,11,32,,,,
커피뚱카롱,마카롱,42.11,32,,,,
쿠앤크마카롱,마카롱,51,32,,,,
쿠쿠피그마카롱,마카롱,34.29,32,,,,
쿠키앤크림 뚱카롱,마카롱,58.4,32,,,,
쿠키앤크림마블마카롱,마카롱,60,32,,,,
크랜베리딸기마카롱,마카롱,52,32,,,,
크렘브륄레 뚱카롱,마카롱,46.58,32,,,,
크림브륄레마카롱용 꼬끄(상),마카롱,74,32,,,,
크림브륄레마카롱용 꼬끄(하),마카롱,74,32,,,,
크림치즈뚱카롱,마카롱,52,32,,,,
클래식 마카롱,마카롱,50,32,,,,
티라미수하트카롱,마카롱,66.67,32,,,,
티라미슈클래식마카롱,마카롱,11,32,,,,
파라다이스마카롱7구,마카롱,66.26,32,,,,
프리미엄 마카롱,마카롱,8,32,,,,
프린트 마카롱,마카롱,70,32,,,,
피스타치오클래식마카롱,마카롱,55,32,,,,
핑쿠핑쿠 마카롱,마카롱,32.14,32,,,,
핑크하트 스트로베리 뚱카롱,마카롱,51,32,,,,
핑크하트마카롱,마카롱,65.22,32,,,,
하트딸기틴틴마카롱,마카롱,48,32,,,,
하트마카롱(오레오),마카롱,53.67,32,,,,
하트요거트틴틴마카롱,마카롱,48,32,,,,
하트초코 마카롱,마카롱,70,32,,,,
현대모비스 로고 마카롱,마카롱,41.11,32,,,,
현대제철 로고 마카롱,마카롱,41.11,32,,,,
현대차 로고 마카롱,마카롱,41.11,32,,,,
화이트데이 시즌 마카롱(딸기),마카롱,53,32,,,,
화이트데이 시즌 마카롱(초코),마카롱,52.33,32,,,,
황치즈 뚱카롱,마카롱,52.2,32,,,,
황치즈 샌드 마카롱,마카롱,70,32,,,,
황치즈대왕마카롱,마카롱,56.18,32,,,,
황치즈클래식마카롱,마카롱,11,32,,,,
후레이크 마카롱,마카롱,69.57,32,,,,
희소당마카롱맛집,마카롱,70,32,,,,
골드마카롱즈 (Gold Macarons),마카롱,64.29,32,,,,
그레이마카롱꼬끄,마카롱,42.86,32,,,,
그린마카롱꼬끄,마카롱,42.86,32,,,,
삼색뚱카롱,마카롱,35,32,,,,
아이보리마카롱꼬끄,마카롱,42.86,32,,,,
약과카롱,마카롱,75.4,32,,,,
연보라마카롱꼬끄,마카롱,42.86,32,,,,
용용샤인머스캣마카롱,마카롱,36.67,32,,,,
주황마카롱꼬끄,마카롱,42.86,32,,,,
패션콩피마카롱,마카롱,50,32,,,,
2024너를응원해마카롱,마카롱,33.33,32,,,,
녹차크림약카롱,마카롱,57.4,32,,,,
딸기크림약카롱,마카롱,57.3,32,,,,
마카롱꼬끄,마카롱,16.67,32,,,,
못난이꼬끄,마카롱,57.3,32,,,,
블루베리크림약카롱,마카롱,56.9,32,,,,
요거트리 마카롱,마카롱,65.67,32,,,,
일러스트 딸기마카롱,마카롱,60,32,,,,
(완제품)녹차르뱅쿠키,비스킷/쿠키/크래커,53,70,,,,
(완제품)딸기크럼블,비스킷/쿠키/크래커,53,70,,,,
(완제품)레드벨벳르뱅쿠키,비스킷/쿠키/크래커,53,70,,,,
(완제품)레몬마들렌,비스킷/쿠키/크래커,20.5,70,,,,
(완제품)블루베리크럼블,비스킷/쿠키/크래커,53,70,,,,
(완제품)아몬드튀일,비스킷/쿠키/크래커,20.5,70,,,,
(완제품)약과 르뱅쿠키,비스킷/쿠키/크래커,53,70,,,,
(완제품)옥수수 르뱅쿠키,비스킷/쿠키/크래커,53,70,,,,
(완제품)초코마들렌,비스킷/쿠키/크래커,20.5,70,,,,
(완제품)코코넛튀일,비스킷/쿠키/크래커,20.5,70,,,,
(완제품)코코아르뱅쿠키,비스킷/쿠키/크래커,53,70,,,,
(완제품)플레인르뱅쿠키,비스킷/쿠키/크래커,53,70,,,,
(완제품)황치즈르뱅쿠키,비스킷/쿠키/크래커,53,70,,,,
[우리밀]프린팅이벤트쿠키,비스킷/쿠키/크래커,0.83,70,,,,
2024용쿠키,비스킷/쿠키/크래커,60.62,70,,,,
Ghee버터 스모어 오갓멜로,비스킷/쿠키/크래커,67.41,70,,,,
H.인절미머랭쿠키,비스킷/쿠키/크래커,88.3,70,,,,
H.첵스머랭쿠키,비스킷/쿠키/크래커,89.07,70,,,,
H.쿠앤크머랭쿠키,비스킷/쿠키/크래커,79.02,70,,,,
H.프레첼머랭쿠키,비스킷/쿠키/크래커,82.66,70,,,,
H.후르츠머랭쿠키,비스킷/쿠키/크래커,92.19,70,,,,
mini 참깨 크래커,비스킷/쿠키/크래커,66.67,70,,,,
XS 푸로틴쿠키 카카오,비스킷/쿠키/크래커,45,70,,,,
